stop_id,nombre,ciudad,provincia,latitud,longitud,num_andenes,tiene_sala_club
20218,A Pobra Do Brollon,A Pobra Do Brollon,Desconocida,42.533682,-7.400088,0,0
22001,Canabal,Canabal,Desconocida,42.482882,-7.587733,0,0
22002,Areas,Areas,Desconocida,42.457799,-7.62879,0,0
22003,San Estevo Do Sil,San Estevo Do Sil,Desconocida,42.426921,-7.661676,0,0
22004,San Pedro Do Sil,San Pedro Do Sil,Desconocida,42.441353,-7.70412,0,0
22005,Os Peares,Os Peares,Desconocida,42.451439,-7.735523,0,0
22006,Barra de Miño,Barra de Miño,Desconocida,42.401095,-7.802567,0,0
22105,Pousa-Crecente,Pousa-Crecente,Desconocida,42.136705,-8.234889,0,0
22107,Sela,Sela,Desconocida,42.092092,-8.355998,0,0
20410,Elviña-Universidade,Elviña-Universidade,Desconocida,43.335222,-8.413061,0,0
20404,O Burgo Santiago,O Burgo Santiago,Desconocida,43.317841,-8.36875,0,0
20403,Cambre,Cambre,Desconocida,43.290502,-8.352104,0,0
20402,Cecebre,Cecebre,Desconocida,43.287913,-8.307767,0,0
20400,Betanzos-Infesta,Betanzos-Infesta,Desconocida,43.270698,-8.225847,0,0
20320,Oza Dos Rios,Oza Dos Rios,Desconocida,43.21877,-8.187111,0,0
20319,Cesuras,Cesuras,Desconocida,43.173073,-8.2005,0,0
20318,Piñoi,Piñoi,Desconocida,43.127922,-8.163498,0,0
20317,Curtis,Curtis,Desconocida,43.127232,-8.143155,0,0
20316,Teixeiro,Teixeiro,Desconocida,43.141411,-8.03769,0,0
20314,Guitiriz,Guitiriz,Desconocida,43.179058,-7.895039,0,0
20313,Parga,Parga,Desconocida,43.163644,-7.837383,0,0
20312,Baamonde,Baamonde,Desconocida,43.173405,-7.756128,0,0
20310,Rabade,Rabade,Desconocida,43.121378,-7.624835,0,0
20306,Pedrelo-Celtigos,Pedrelo-Celtigos,Desconocida,42.832934,-7.393329,0,0
21010,Ferrol,Ferrol,Desconocida,43.4880467,-8.2310664,0,0
21008,Perlio,Perlio,Desconocida,43.472309,-8.174837,0,0
21005,Cabanas-Areal,Cabanas-Areal,Desconocida,43.415585,-8.168828,0,0
21004,Pontedeume,Pontedeume,Desconocida,43.411797,-8.180416,0,0
21003,Perbes,Perbes,Desconocida,43.378197,-8.201106,0,0
21002,Miño,Miño,Desconocida,43.349431,-8.207313,0,0
21001,Betanzos-Cidade,Betanzos-Cidade,Desconocida,43.284137,-8.215874,0,0
21007,Barallobre,Barallobre,Desconocida,43.462899,-8.188586,0,0
21009,Neda,Neda,Desconocida,43.495351,-8.160967,0,0
31308,Lalin,Lalin,Desconocida,42.63253,-8.142715,0,0
31306,O Irixo,O Irixo,Desconocida,42.519719,-8.105174,0,0
31304,O Carballiño,O Carballiño,Desconocida,42.43134,-8.068874,0,0
31303,A Friela-Maside,A Friela-Maside,Desconocida,42.411401,-8.028967,0,0
51401,Puerto Real,Puerto Real,Desconocida,36.5309155,-6.1853143,0,0
51205,Jerez Aeropuerto,Jerez Aeropuerto,Desconocida,36.7515886,-6.0659384,0,0
51203,Lebrija,Lebrija,Desconocida,36.9116378,-6.0948487,0,0
51200,Utrera,Utrera,Desconocida,37.1848178,-5.7907537,0,0
51103,Dos Hermanas,Dos Hermanas,Desconocida,37.2872259,-5.9235322,0,0
51100,Sevilla-San Bernardo,Sevilla-San Bernardo,Desconocida,37.3777778,-5.9796142,0,0
51110,Sevilla-Virgen Del Rocío,Sevilla-Virgen Del Rocío,Desconocida,37.3628091,-5.9760105,0,0
3100,Jaen,Jaen,Desconocida,37.779827,-3.790798,0,0
50504,Posadas,Posadas,Desconocida,37.803986,-5.106325,0,0
50506,Palma del Rio,Palma del Rio,Desconocida,37.718081,-5.29276,0,0
50507,Peñaflor,Peñaflor,Desconocida,37.707502,-5.341609,0,0
50600,Lora Del Río,Lora Del Río,Desconocida,37.6613212,-5.5295514,0,0
51202,Las Cabezas De San Juan,Las Cabezas De San Juan,Desconocida,37.0194897,-5.94658,0,0
51409,Cádiz-Estadio,Cádiz-Estadio,Desconocida,36.5029461,-6.2720644,0,0
51404,Segunda Aguada,Segunda Aguada,Desconocida,36.5135317,-6.2770128,0,0
43021,San Juan del Puerto,San Juan del Puerto,Desconocida,37.311898,-6.841076,0,0
43015,Niebla,Niebla,Desconocida,37.3587619,-6.6812578,0,0
43009,Escacena,Escacena,Desconocida,37.397812,-6.39198,0,0
43008,Carrion de Los Cespedes,Carrion de Los Cespedes,Desconocida,37.368955,-6.335088,0,0
43005,Benacazón,Benacazón,Desconocida,37.3568512,-6.2082011,0,0
43012,Villarrasa,Villarrasa,Desconocida,37.386999,-6.598819,0,0
1007,Osuna,Osuna,Desconocida,37.233899,-5.115026,0,0
51111,Bellavista,Bellavista,Desconocida,37.3215188,-5.9641924,0,0
1003,Arahal,Arahal,Desconocida,37.268081,-5.548514,0,0
1005,Marchena,Marchena,Desconocida,37.334282,-5.425519,0,0
42008,Jabugo-Galaroza,Jabugo-Galaroza,Desconocida,37.928243,-6.773908,0,0
42020,Gibraleon,Gibraleon,Desconocida,37.36852,-6.96207,0,0
42019,Belmonte,Belmonte,Desconocida,37.461864,-6.947533,0,0
42018,El Cobujon,El Cobujon,Desconocida,37.516509,-6.953428,0,0
42016,Los Milanos,Los Milanos,Desconocida,37.586219,-6.919938,0,0
42015,Calañas,Calañas,Desconocida,37.652007,-6.875841,0,0
42013,El Tamujoso,El Tamujoso,Desconocida,37.720339,-6.900554,0,0
42012,Valdelamusa,Valdelamusa,Desconocida,37.787111,-6.873729,0,0
42009,Almonaster-Cortegana,Almonaster-Cortegana,Desconocida,37.901174,-6.797372,0,0
40100,Zafra,Zafra,Desconocida,38.413635,-6.405083,0,0
42006,Cumbres Mayores,Cumbres Mayores,Desconocida,38.053126,-6.631553,0,0
42005,Fregenal de La Sierra,Fregenal de La Sierra,Desconocida,38.167613,-6.637909,0,0
54403,El Chorro,El Chorro,Desconocida,36.907335,-4.759258,0,0
54517,Málaga Centro Alameda,Málaga Centro Alameda,Desconocida,36.7159539,-4.4265335,0,0
54501,Victoria Kent,Victoria Kent,Desconocida,36.7012229,-4.4544145,0,0
54412,Los Prados,Los Prados,Desconocida,36.6986108,-4.47815,0,0
54410,Campanillas,Campanillas,Desconocida,36.7050436,-4.5454825,0,0
54408,Cártama,Cártama,Desconocida,36.7337392,-4.6083966,0,0
54407,Aljaima,Aljaima,Desconocida,36.7330833,-4.6645001,0,0
54406,Pizarra,Pizarra,Desconocida,36.7641515,-4.7118313,0,0
54405,álora,álora,Desconocida,36.8198747,-4.6996105,0,0
54404,Las Mellizas,Las Mellizas,Desconocida,36.873306,-4.719433,0,0
50413,Alcolea de Cordoba (apt),Alcolea de Cordoba (apt),Desconocida,37.922326,-4.694751,0,0
50417,Campus Universitario Rabanales/ Cordoba,Campus Universitario Rabanales/ Cordoba,Desconocida,37.91256,-4.72086,0,0
50501,El Higueron (apt),El Higueron (apt),Desconocida,37.870271,-4.838942,0,0
50502,Villarrubia de Cordoba,Villarrubia de Cordoba,Desconocida,37.847574,-4.915339,0,0
50407,Villa del Rio,Villa del Rio,Desconocida,37.981331,-4.283788,0,0
50403,Andujar,Andujar,Desconocida,38.028225,-4.066036,0,0
50400,Espeluy,Espeluy,Desconocida,38.010247,-3.832726,0,0
54400,Bobadilla,Bobadilla,Desconocida,37.037073,-4.727942,0,0
1009,Pedrera,Pedrera,Desconocida,37.222396,-4.893519,0,0
56308,Gador,Gador,Desconocida,36.951624,-2.487658,0,0
56305,Gergal,Gergal,Desconocida,37.108847,-2.591556,0,0
56301,Fiñana,Fiñana,Desconocida,37.184647,-2.839757,0,0
56103,Benalua de Guadix,Benalua de Guadix,Desconocida,37.345277,-3.163177,0,0
57003,Iznalloz,Iznalloz,Desconocida,37.395852,-3.527947,0,0
